ID,Name,BCDCCollection,BossDBURI,Description,ArchiveURL,Creator,DateCreated,ChannelType,DataType,Public,Contributors,License
pinky100,em,ABC436,bossdb://microns/pinky100/em,"High-resolution electron microscopy, segmentation, and morphological reconstruction of cortical circuits within the visual cortex of mouse.",https://api.bossdb.io/v1/mgmt/resources/microns,bossadmin,x/x/xxxx,Image,uint8,True,Sven Dorkenwald|Nicholas L. Turner|Thomas Macrina|Kisuk Lee|Ran Lu|Jingpeng Wu|Agnes L. Bodor|Adam A. Bleckert|Derrick Brittain|Nico Kemnitz|M. Silversmith|Dodam Ih|Jonathan Zung|Aleksandar Zlateski|Ignacio Tartavull|Szi-Chieh Yu|Sergiy Popovych|William Wong|Manuel Castro|Chris S. Jordan|Alyssa M. Wilson|Emmanouil Froudarakis|JoAnn Buchanan|Marc Takeno|Russel Torres|Gayathri Mahalingam|Forrest Collman|Casey Schneider-Mizell|Daniel J. Bumbarger|Yang Li|Lynne Becker|Shelby Suckow|Jacob Reimer|Andreas S. Tolias|Nuno Maçarico da Costa|R. Clay Reid|H. Sebastian Seung,CC-BY 4.0
pinky100_8x8x40,segmentation,ABC437,bossdb://microns/pinky100_8x8x40/segmentation,"High-resolution electron microscopy, segmentation, and morphological reconstruction of cortical circuits within the visual cortex of mouse.",https://api.bossdb.io/v1/mgmt/resources/microns,bossadmin,x/x/xxxx,Image,uint8,True,Sven Dorkenwald|Nicholas L. Turner|Thomas Macrina|Kisuk Lee|Ran Lu|Jingpeng Wu|Agnes L. Bodor|Adam A. Bleckert|Derrick Brittain|Nico Kemnitz|M. Silversmith|Dodam Ih|Jonathan Zung|Aleksandar Zlateski|Ignacio Tartavull|Szi-Chieh Yu|Sergiy Popovych|William Wong|Manuel Castro|Chris S. Jordan|Alyssa M. Wilson|Emmanouil Froudarakis|JoAnn Buchanan|Marc Takeno|Russel Torres|Gayathri Mahalingam|Forrest Collman|Casey Schneider-Mizell|Daniel J. Bumbarger|Yang Li|Lynne Becker|Shelby Suckow|Jacob Reimer|Andreas S. Tolias|Nuno Maçarico da Costa|R. Clay Reid|H. Sebastian Seung,CC-BY 4.0
pinky100_8x8x40,template,ABC438,bossdb://microns/pinky100_8x8x40/template,"High-resolution electron microscopy, segmentation, and morphological reconstruction of cortical circuits within the visual cortex of mouse.",https://api.bossdb.io/v1/mgmt/resources/microns,bossadmin,x/x/xxxx,Image,uint8,True,Sven Dorkenwald|Nicholas L. Turner|Thomas Macrina|Kisuk Lee|Ran Lu|Jingpeng Wu|Agnes L. Bodor|Adam A. Bleckert|Derrick Brittain|Nico Kemnitz|M. Silversmith|Dodam Ih|Jonathan Zung|Aleksandar Zlateski|Ignacio Tartavull|Szi-Chieh Yu|Sergiy Popovych|William Wong|Manuel Castro|Chris S. Jordan|Alyssa M. Wilson|Emmanouil Froudarakis|JoAnn Buchanan|Marc Takeno|Russel Torres|Gayathri Mahalingam|Forrest Collman|Casey Schneider-Mizell|Daniel J. Bumbarger|Yang Li|Lynne Becker|Shelby Suckow|Jacob Reimer|Andreas S. Tolias|Nuno Maçarico da Costa|R. Clay Reid|H. Sebastian Seung,CC-BY 4.0
11_YAaLR,BLUE,ABC439,bossdb://NeuroPAL_Left_Right_Views/11_YAaLR/BLUE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
11_YAaLR,DIC,ABC440,bossdb://NeuroPAL_Left_Right_Views/11_YAaLR/DIC,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
11_YAaLR,GREEN,ABC441,bossdb://NeuroPAL_Left_Right_Views/11_YAaLR/GREEN,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
11_YAaLR,RED,ABC442,bossdb://NeuroPAL_Left_Right_Views/11_YAaLR/RED,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
11_YAaLR,WHITE,ABC443,bossdb://NeuroPAL_Left_Right_Views/11_YAaLR/WHITE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
11_YApLR,BLUE,ABC444,bossdb://NeuroPAL_Left_Right_Views/11_YApLR/BLUE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
11_YApLR,DIC,ABC445,bossdb://NeuroPAL_Left_Right_Views/11_YApLR/DIC,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
11_YApLR,GREEN,ABC446,bossdb://NeuroPAL_Left_Right_Views/11_YApLR/GREEN,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
11_YApLR,RED,ABC447,bossdb://NeuroPAL_Left_Right_Views/11_YApLR/RED,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
11_YApLR,WHITE,ABC448,bossdb://NeuroPAL_Left_Right_Views/11_YApLR/WHITE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
20_YAaLR,BLUE,ABC449,bossdb://NeuroPAL_Left_Right_Views/20_YaLR/BLUE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
20_YAaLR,DIC,ABC450,bossdb://NeuroPAL_Left_Right_Views/20_YaLR/DIC,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
20_YAaLR,GREEN,ABC451,bossdb://NeuroPAL_Left_Right_Views/20_YaLR/GRREN,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
20_YAaLR,RED,ABC452,bossdb://NeuroPAL_Left_Right_Views/20_YaLR/RED,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
20_YAaLR,WHITE,ABC453,bossdb://NeuroPAL_Left_Right_Views/20_YaLR/WHITE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
20_YApLR,BLUE,ABC454,bossdb://NeuroPAL_Left_Right_Views/20_YApLR/BLUE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
20_YApLR,DIC,ABC455,bossdb://NeuroPAL_Left_Right_Views/20_YApLR/DIC,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
20_YApLR,GREEN,ABC456,bossdb://NeuroPAL_Left_Right_Views/20_YApLR/GREEN,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
20_YApLR,RED,ABC457,bossdb://NeuroPAL_Left_Right_Views/20_YApLR/RED,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
20_YApLR,WHITE,ABC458,bossdb://NeuroPAL_Left_Right_Views/20_YApLR/WHITE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
62_YAaLR,BLUE,ABC459,bossdb://NeuroPAL_Left_Right_Views/62_YAaLR/BLUE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
62_YAaLR,DIC,ABC460,bossdb://NeuroPAL_Left_Right_Views/62_YAaLR/DIC,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
62_YAaLR,GREEN,ABC461,bossdb://NeuroPAL_Left_Right_Views/62_YAaLR/GREEN,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
62_YAaLR,RED,ABC462,bossdb://NeuroPAL_Left_Right_Views/62_YAaLR/RED,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
62_YAaLR,WHITE,ABC463,bossdb://NeuroPAL_Left_Right_Views/62_YAaLR/WHITE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
62_YApLR,BLUE,ABC464,bossdb://NeuroPAL_Left_Right_Views/62_YApLR/BLUE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
62_YApLR,DIC,ABC465,bossdb://NeuroPAL_Left_Right_Views/62_YApLR/DIC,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
62_YApLR,GREEN,ABC466,bossdb://NeuroPAL_Left_Right_Views/62_YApLR/GREEN,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
62_YApLR,RED,ABC467,bossdb://NeuroPAL_Left_Right_Views/62_YApLR/RED,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
62_YApLR,WHITE,ABC468,bossdb://NeuroPAL_Left_Right_Views/62_YApLR/WHITE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
7_YAaLR,BLUE,ABC469,bossdb://NeuroPAL_Left_Right_Views/7_YAaLR/BLUE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
7_YAaLR,DIC,ABC470,bossdb://NeuroPAL_Left_Right_Views/7_YAaLR/DIC,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
7_YAaLR,GREEN,ABC471,bossdb://NeuroPAL_Left_Right_Views/7_YAaLR/GREEN,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
7_YAaLR,RED,ABC472,bossdb://NeuroPAL_Left_Right_Views/7_YAaLR/RED,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
7_YAaLR,WHITE,ABC473,bossdb://NeuroPAL_Left_Right_Views/7_YAaLR/WHITE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
7_YApLR,BLUE,ABC474,bossdb://NeuroPAL_Left_Right_Views/7_YApLR/BLUE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
7_YApLR,DIC,ABC475,bossdb://NeuroPAL_Left_Right_Views/7_YApLR/DIC,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
7_YApLR,GREEN,ABC476,bossdb://NeuroPAL_Left_Right_Views/7_YApLR/GREEN,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
7_YApLR,RED,ABC477,bossdb://NeuroPAL_Left_Right_Views/7_YApLR/RED,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
7_YApLR,WHITE,ABC478,bossdb://NeuroPAL_Left_Right_Views/7_YApLR/WHITE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
70_YAaLR,BLUE,ABC479,bossdb://NeuroPAL_Left_Right_Views/70_YAaLR/BLUE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
70_YAaLR,DIC,ABC480,bossdb://NeuroPAL_Left_Right_Views/70_YAaLR/DIC,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
70_YAaLR,GREEN,ABC481,bossdb://NeuroPAL_Left_Right_Views/70_YAaLR/GREEN,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
70_YAaLR,RED,ABC482,bossdb://NeuroPAL_Left_Right_Views/70_YAaLR/RED,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
70_YAaLR,WHITE,ABC483,bossdb://NeuroPAL_Left_Right_Views/70_YAaLR/WHITE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
70_YApLR,BLUE,ABC484,bossdb://NeuroPAL_Left_Right_Views/70_YApLR/BLUE,NeuroPAL: A Multicolor Atlas for Whole-Brain Neuronal Identification in C. elegans,https://api.bossdb.io/v1/mgmt/resources/NeuroPAL_Left_Right_Views,bossadmin,x/x/xxxx,Image,uint8,True,Eviatar Yemini|Albert Lin|Amin Nejatbakhsh|Erdem Varol|Ruoxi Sun|Gonzalo E.Mena|Aravinthan D.T. Samuel|Liam Paninski|Vivek Venkatachalam|Oliver Hobert,CC-BY 4.0
