ID,Experiment Name,BCDCCollection,BossDBURI,SampleType,SpeciesCommonName,SpeciesTaxonomyID,Genotype,SubjectID,Age,Sex,Modality,Technique,Anntomical Structure,ParentSpecimenID,ParentSpecimenType,SubspecimenType,SubspecimenQuantity,Investigator,Description,BICCNDeliveryQuarter,Protocol,Public,Creator,Contributors,DataCreated,DateModified,License,ImageLocation,CoordinateFrame,Version,Channels
lee16 ,lee16 ,lee,bossdb://lee/lee16 /image,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Female,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Erik B.Bloss,Electron microscopy,2022Q3,,True,Harvard Medical School|Neuro-Electronics Research Flanders|Carnegie Mellon University|Allen Institute for Brain Science,Wei-Chung Allen Lee|Vincent Bonin|Michael Reed|Brett J. Graham|Greg Hood|Katie Glattfelder & R. Clay Reid,2016,x/x/xxxx,CC-BY 4.0,,,1,image
bloss16 ,bloss16 ,bloss ,bossdb://bloss /bloss16 /channel0,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,10-12 weeks,Male,Anatomy,Light-electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Erik B.Bloss,Light-electron microscopy,2022Q3,,True,Janelia Research Campus,Erik B.Bloss|Mark S.Cembrowski|Bill Karsh|Jennifer Colonell|Richard D.Fetter|Nelson Spruston,2016,x/x/xxxx,CC-BY 4.0,,,1,channel0
bloss16 ,bloss16 ,bloss ,bossdb://bloss /bloss16 /channel1,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,10-12 weeks,Male,Anatomy,Light-electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Erik B.Bloss,Light-electron microscopy,2022Q3,,True,Janelia Research Campus,Erik B.Bloss|Mark S.Cembrowski|Bill Karsh|Jennifer Colonell|Richard D.Fetter|Nelson Spruston,2016,x/x/xxxx,CC-BY 4.0,,,1,channel1
bloss16 ,bloss16 ,bloss ,bossdb://bloss /bloss16 /channel2,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,10-12 weeks,Male,Anatomy,Light-electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Erik B.Bloss,Light-electron microscopy,2022Q3,,True,Janelia Research Campus,Erik B.Bloss|Mark S.Cembrowski|Bill Karsh|Jennifer Colonell|Richard D.Fetter|Nelson Spruston,2016,x/x/xxxx,CC-BY 4.0,,,1,channel2
bloss16 ,bloss16 ,bloss ,bossdb://bloss /bloss16 /channel3,Tissue Sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,10-12 weeks,Male,Anatomy,Light-electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Erik B.Bloss,Light-electron microscopy,2022Q3,,True,Janelia Research Campus,Erik B.Bloss|Mark S.Cembrowski|Bill Karsh|Jennifer Colonell|Richard D.Fetter|Nelson Spruston,2016,x/x/xxxx,CC-BY 4.0,,,1,channel3
Webpage not found,Webpage not found,Webpage not available,bossdb://Webpage not available/Webpage not found/Webpage not available,Tissue Sample,Zebrafish,NCBI:txid7955,AAA,Has not been assigned,Larvae and Adult,,Anatomy,MAP-mapping,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Owen Randlett,MAP-mapping,2022Q3,,True,Harvard University|Ludwig Maximilian University|University College London,Owen Randlett|Caroline L Wee|Eva A Naumann|Onyeka Nnaemeka|David Schoppik|James E Fitzgerald|Ruben Portugues|Alix M B Lacoste|Clemens Riegler|Florian Engert & Alexander F Schier ,2015,x/x/xxxx,CC-BY 4.0,,,1,Webpage not available
apical,apical,kharris15,bossdb://kharris15/apical/anno,Tissue Sample,Rat,NCBI:txid10114,AAA,Has not been assigned,Adult,Male,Anatomy,3D electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Kristen M. Harris,3D electron microscopy,2022Q3,,True,University of Texas at Austin|Charles University at Prague|Johns Hopkins University,Kristen M. Harris|Josef Spacek|Maria Elizabeth Bell|Patrick H. Parker|Laurence F. Lindsey|Alexander D. Baden|Joshua T. Vogelstein & Randal Burns ,2015,x/x/xxxx,CC-BY 4.0,,,1,anno
apical,apical,kharris15,bossdb://kharris15/apical/em,Tissue Sample,Rat,NCBI:txid10114,AAA,Has not been assigned,Adult,Male,Anatomy,3D electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Kristen M. Harris,3D electron microscopy,2022Q3,,True,University of Texas at Austin|Charles University at Prague|Johns Hopkins University,Kristen M. Harris|Josef Spacek|Maria Elizabeth Bell|Patrick H. Parker|Laurence F. Lindsey|Alexander D. Baden|Joshua T. Vogelstein & Randal Burns ,2015,x/x/xxxx,CC-BY 4.0,,,1,em
oblique,oblique,kharris15,bossdb://kharris15/oblique/anno,Tissue sample,Rat,NCBI:txid10114,AAA,Has not been assigned,Adult,Male,Anatomy,3D electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Kristen M. Harris,3D electron microscopy,2022Q3,,True,University of Texas at Austin|Charles University at Prague|Johns Hopkins University,Kristen M. Harris|Josef Spacek|Maria Elizabeth Bell|Patrick H. Parker|Laurence F. Lindsey|Alexander D. Baden|Joshua T. Vogelstein & Randal Burns ,2015,x/x/xxxx,CC-BY 4.0,,,1,anno
oblique,oblique,kharris15,bossdb://kharris15/oblique/em,Tissue sample,Rat,NCBI:txid10114,AAA,Has not been assigned,Adult,Male,Anatomy,3D electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Kristen M. Harris,3D electron microscopy,2022Q3,,True,University of Texas at Austin|Charles University at Prague|Johns Hopkins University,Kristen M. Harris|Josef Spacek|Maria Elizabeth Bell|Patrick H. Parker|Laurence F. Lindsey|Alexander D. Baden|Joshua T. Vogelstein & Randal Burns ,2015,x/x/xxxx,CC-BY 4.0,,,1,em
spine,spine,kharris15,bossdb://kharris15/spine/anno,Tissue sample,Rat,NCBI:txid10114,AAA,Has not been assigned,Adult,Male,Anatomy,3D electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Kristen M. Harris,3D electron microscopy,2022Q3,,True,University of Texas at Austin|Charles University at Prague|Johns Hopkins University,Kristen M. Harris|Josef Spacek|Maria Elizabeth Bell|Patrick H. Parker|Laurence F. Lindsey|Alexander D. Baden|Joshua T. Vogelstein & Randal Burns ,2015,x/x/xxxx,CC-BY 4.0,,,1,anno
spine,spine,kharris15,bossdb://kharris15/spine/em,Tissue sample,Rat,NCBI:txid10114,AAA,Has not been assigned,Adult,Male,Anatomy,3D electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Kristen M. Harris,3D electron microscopy,2022Q3,,True,University of Texas at Austin|Charles University at Prague|Johns Hopkins University,Kristen M. Harris|Josef Spacek|Maria Elizabeth Bell|Patrick H. Parker|Laurence F. Lindsey|Alexander D. Baden|Joshua T. Vogelstein & Randal Burns ,2015,x/x/xxxx,CC-BY 4.0,,,1,em
ritaN2 ,ritaN2 ,bhatla ,bossdb://bhatla /ritaN2 /annotation,Tissue sample,Caenorhabditis elegans,NCBI:txid6239,AAA,Has not been assigned,,,Anatomy," Serial section transmission electron microscopy (ssTEM) imaging, digital alignment and manual tracing",VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nikhil Bhatla," Serial section transmission electron microscopy (ssTEM) imaging, digital alignment and manual tracing",2022Q3,,True,Howard Hughes Medical Institute,Nikhil Bhatla|Rita Droste|Steven R.Sando|Anne Huang|H. Robert Horvitz,2015,x/x/xxxx,CC-BY 4.0,,,1,annotation
ritaN2 ,ritaN2 ,bhatla ,bossdb://bhatla /ritaN2 /image,Tissue sample,Caenorhabditis elegans,NCBI:txid6239,AAA,Has not been assigned,,,Anatomy," Serial section transmission electron microscopy (ssTEM) imaging, digital alignment and manual tracing",VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Nikhil Bhatla," Serial section transmission electron microscopy (ssTEM) imaging, digital alignment and manual tracing",2022Q3,,True,Howard Hughes Medical Institute,Nikhil Bhatla|Rita Droste|Steven R.Sando|Anne Huang|H. Robert Horvitz,2015,x/x/xxxx,CC-BY 4.0,,,1,image
ac4,ac4,Kasthuri,bossdb://Kasthuri/ac4/em,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young adult,,Anatomy,Tape-based pipeline for electron microscopic reconstruction,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Narayanan Kasthuri ,Tape-based pipeline for electron microscopic reconstruction,2022Q3,,True,Harvard University|Massachusetts Institute of Technology|Johns Hopkins University,Narayanan Kasthuri|Kenneth Jeffrey Hayworth|Daniel Raimund Berger|Richard Lee Schalek|José Angel Conchello|Seymour Knowles-Barley|Dongil Lee|Amelio Vázquez-Reina|Verena Kaynig|Thouis Raymond Jones|Mike Roberts|Josh Lyskowski Morgan|Juan Carlos Tapia|H Sebastian Seung|William Gray Roncal|Joshua Tzvi Vogelstein|Randal Burns|Daniel Lewis Sussman|Carey Eldin Priebe|Hanspeter Pfister ,2015,x/x/xxxx,CC-BY 4.0,,,1,em
ac4,ac4,Kasthuri,bossdb://Kasthuri/ac4/emblack,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young adult,,Anatomy,Tape-based pipeline for electron microscopic reconstruction,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Narayanan Kasthuri ,Tape-based pipeline for electron microscopic reconstruction,2022Q3,,True,Harvard University|Massachusetts Institute of Technology|Johns Hopkins University,Narayanan Kasthuri|Kenneth Jeffrey Hayworth|Daniel Raimund Berger|Richard Lee Schalek|José Angel Conchello|Seymour Knowles-Barley|Dongil Lee|Amelio Vázquez-Reina|Verena Kaynig|Thouis Raymond Jones|Mike Roberts|Josh Lyskowski Morgan|Juan Carlos Tapia|H Sebastian Seung|William Gray Roncal|Joshua Tzvi Vogelstein|Randal Burns|Daniel Lewis Sussman|Carey Eldin Priebe|Hanspeter Pfister ,2015,x/x/xxxx,CC-BY 4.0,,,1,emblack
ac4,ac4,Kasthuri,bossdb://Kasthuri/ac4/membrane,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young adult,,Anatomy,Tape-based pipeline for electron microscopic reconstruction,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Narayanan Kasthuri ,Tape-based pipeline for electron microscopic reconstruction,2022Q3,,True,Harvard University|Massachusetts Institute of Technology|Johns Hopkins University,Narayanan Kasthuri|Kenneth Jeffrey Hayworth|Daniel Raimund Berger|Richard Lee Schalek|José Angel Conchello|Seymour Knowles-Barley|Dongil Lee|Amelio Vázquez-Reina|Verena Kaynig|Thouis Raymond Jones|Mike Roberts|Josh Lyskowski Morgan|Juan Carlos Tapia|H Sebastian Seung|William Gray Roncal|Joshua Tzvi Vogelstein|Randal Burns|Daniel Lewis Sussman|Carey Eldin Priebe|Hanspeter Pfister ,2015,x/x/xxxx,CC-BY 4.0,,,1,membrane
ac4,ac4,Kasthuri,bossdb://Kasthuri/ac4/neuron,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young adult,,Anatomy,Tape-based pipeline for electron microscopic reconstruction,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Narayanan Kasthuri ,Tape-based pipeline for electron microscopic reconstruction,2022Q3,,True,Harvard University|Massachusetts Institute of Technology|Johns Hopkins University,Narayanan Kasthuri|Kenneth Jeffrey Hayworth|Daniel Raimund Berger|Richard Lee Schalek|José Angel Conchello|Seymour Knowles-Barley|Dongil Lee|Amelio Vázquez-Reina|Verena Kaynig|Thouis Raymond Jones|Mike Roberts|Josh Lyskowski Morgan|Juan Carlos Tapia|H Sebastian Seung|William Gray Roncal|Joshua Tzvi Vogelstein|Randal Burns|Daniel Lewis Sussman|Carey Eldin Priebe|Hanspeter Pfister ,2015,x/x/xxxx,CC-BY 4.0,,,1,neuron
ac4,ac4,Kasthuri,bossdb://Kasthuri/ac4/synapse,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young adult,,Anatomy,Tape-based pipeline for electron microscopic reconstruction,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Narayanan Kasthuri ,Tape-based pipeline for electron microscopic reconstruction,2022Q3,,True,Harvard University|Massachusetts Institute of Technology|Johns Hopkins University,Narayanan Kasthuri|Kenneth Jeffrey Hayworth|Daniel Raimund Berger|Richard Lee Schalek|José Angel Conchello|Seymour Knowles-Barley|Dongil Lee|Amelio Vázquez-Reina|Verena Kaynig|Thouis Raymond Jones|Mike Roberts|Josh Lyskowski Morgan|Juan Carlos Tapia|H Sebastian Seung|William Gray Roncal|Joshua Tzvi Vogelstein|Randal Burns|Daniel Lewis Sussman|Carey Eldin Priebe|Hanspeter Pfister ,2015,x/x/xxxx,CC-BY 4.0,,,1,synapse
connectomics2019_results,connectomics2019_results,Kasthuri,bossdb://Kasthuri/connectomics2019_results/NA ,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young adult,,Anatomy,Tape-based pipeline for electron microscopic reconstruction,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Narayanan Kasthuri ,Tape-based pipeline for electron microscopic reconstruction,2022Q3,,True,Harvard University|Massachusetts Institute of Technology|Johns Hopkins University,Narayanan Kasthuri|Kenneth Jeffrey Hayworth|Daniel Raimund Berger|Richard Lee Schalek|José Angel Conchello|Seymour Knowles-Barley|Dongil Lee|Amelio Vázquez-Reina|Verena Kaynig|Thouis Raymond Jones|Mike Roberts|Josh Lyskowski Morgan|Juan Carlos Tapia|H Sebastian Seung|William Gray Roncal|Joshua Tzvi Vogelstein|Randal Burns|Daniel Lewis Sussman|Carey Eldin Priebe|Hanspeter Pfister ,2015,x/x/xxxx,CC-BY 4.0,,,1,
em,em,Kasthuri,bossdb://Kasthuri/em/I2G_Membranes_i_Pub,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young adult,,Anatomy,Tape-based pipeline for electron microscopic reconstruction,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Narayanan Kasthuri ,Tape-based pipeline for electron microscopic reconstruction,2022Q3,,True,Harvard University|Massachusetts Institute of Technology|Johns Hopkins University,Narayanan Kasthuri|Kenneth Jeffrey Hayworth|Daniel Raimund Berger|Richard Lee Schalek|José Angel Conchello|Seymour Knowles-Barley|Dongil Lee|Amelio Vázquez-Reina|Verena Kaynig|Thouis Raymond Jones|Mike Roberts|Josh Lyskowski Morgan|Juan Carlos Tapia|H Sebastian Seung|William Gray Roncal|Joshua Tzvi Vogelstein|Randal Burns|Daniel Lewis Sussman|Carey Eldin Priebe|Hanspeter Pfister ,2015,x/x/xxxx,CC-BY 4.0,,,1,I2G_Membranes_i_Pub
em,em,Kasthuri,bossdb://Kasthuri/em/I2G_Synapses_i_Pub ,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young adult,,Anatomy,Tape-based pipeline for electron microscopic reconstruction,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Narayanan Kasthuri ,Tape-based pipeline for electron microscopic reconstruction,2022Q3,,True,Harvard University|Massachusetts Institute of Technology|Johns Hopkins University,Narayanan Kasthuri|Kenneth Jeffrey Hayworth|Daniel Raimund Berger|Richard Lee Schalek|José Angel Conchello|Seymour Knowles-Barley|Dongil Lee|Amelio Vázquez-Reina|Verena Kaynig|Thouis Raymond Jones|Mike Roberts|Josh Lyskowski Morgan|Juan Carlos Tapia|H Sebastian Seung|William Gray Roncal|Joshua Tzvi Vogelstein|Randal Burns|Daniel Lewis Sussman|Carey Eldin Priebe|Hanspeter Pfister ,2015,x/x/xxxx,CC-BY 4.0,,,1,I2G_Synapses_i_Pub 
em,em,Kasthuri,bossdb://Kasthuri/em/images,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young adult,,Anatomy,Tape-based pipeline for electron microscopic reconstruction,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Narayanan Kasthuri ,Tape-based pipeline for electron microscopic reconstruction,2022Q3,,True,Harvard University|Massachusetts Institute of Technology|Johns Hopkins University,Narayanan Kasthuri|Kenneth Jeffrey Hayworth|Daniel Raimund Berger|Richard Lee Schalek|José Angel Conchello|Seymour Knowles-Barley|Dongil Lee|Amelio Vázquez-Reina|Verena Kaynig|Thouis Raymond Jones|Mike Roberts|Josh Lyskowski Morgan|Juan Carlos Tapia|H Sebastian Seung|William Gray Roncal|Joshua Tzvi Vogelstein|Randal Burns|Daniel Lewis Sussman|Carey Eldin Priebe|Hanspeter Pfister ,2015,x/x/xxxx,CC-BY 4.0,,,1,images
em,em,Kasthuri,bossdb://Kasthuri/em/mitochondria_raw,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young adult,,Anatomy,Tape-based pipeline for electron microscopic reconstruction,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Narayanan Kasthuri ,Tape-based pipeline for electron microscopic reconstruction,2022Q3,,True,Harvard University|Massachusetts Institute of Technology|Johns Hopkins University,Narayanan Kasthuri|Kenneth Jeffrey Hayworth|Daniel Raimund Berger|Richard Lee Schalek|José Angel Conchello|Seymour Knowles-Barley|Dongil Lee|Amelio Vázquez-Reina|Verena Kaynig|Thouis Raymond Jones|Mike Roberts|Josh Lyskowski Morgan|Juan Carlos Tapia|H Sebastian Seung|William Gray Roncal|Joshua Tzvi Vogelstein|Randal Burns|Daniel Lewis Sussman|Carey Eldin Priebe|Hanspeter Pfister ,2015,x/x/xxxx,CC-BY 4.0,,,1,mitochondria_raw
em,em,Kasthuri,bossdb://Kasthuri/em/NA ,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Young adult,,Anatomy,Tape-based pipeline for electron microscopic reconstruction,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Narayanan Kasthuri ,Tape-based pipeline for electron microscopic reconstruction,2022Q3,,True,Harvard University|Massachusetts Institute of Technology|Johns Hopkins University,Narayanan Kasthuri|Kenneth Jeffrey Hayworth|Daniel Raimund Berger|Richard Lee Schalek|José Angel Conchello|Seymour Knowles-Barley|Dongil Lee|Amelio Vázquez-Reina|Verena Kaynig|Thouis Raymond Jones|Mike Roberts|Josh Lyskowski Morgan|Juan Carlos Tapia|H Sebastian Seung|William Gray Roncal|Joshua Tzvi Vogelstein|Randal Burns|Daniel Lewis Sussman|Carey Eldin Priebe|Hanspeter Pfister ,2015,x/x/xxxx,CC-BY 4.0,,,1,
release2015 ,release2015 ,bigbrain,bossdb://bigbrain/release2015 /image,,Human,NCBI:txid9606,AAA,Has not been assigned,,,Anatomy,Ultrahigh-resolution three-dimensional model at 20 micrometer resolution,VIS,AAA,,tissue sample,Has not been assigned,Katrin Amunts,Ultrahigh-resolution three-dimensional model at 20 micrometer resolution,2022Q3,,True,Institute of Neuroscience and Medicine|Montreal Neurological Institute,Katrin Amunts|Claude Lepage|Louis Borgeat|Hartmut Mohlberg,2015,x/x/xxxx,CC-BY 4.0,,,1,image
acardona_0111_8__12_03_2017,acardona_0111_8__12_03_2017,cardona,bossdb://cardona/acardona_0111_8__12_03_2017/image ,Tissue sample,Drosophila,NCBI:txid7215,AAA,Has not been assigned,Adult,Female,Anatomy,Multilevel multimodal convergence architecture,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Tomoko Ohyama,Multilevel multimodal convergence architecture,2022Q3,,True,Janelia Research Campus,Tomoko Ohyama|Casey M. Schneider-Mizell|Richard D. Fetter|Javier Valdes Aleman|Romain Franconville|Marta Rivera-Alba|Brett D. Mensh|Kristin M. Branson|Julie H. Simpson|James W. Truman|Albert Cardona & Marta Zlatic,2015,x/x/xxxx,CC-BY 4.0,,,1,image 
acardona_abd1_5,acardona_abd1_5,cardona,bossdb://cardona/acardona_abd1_5/image ,Tissue sample,Drosophila,NCBI:txid7215,AAA,Has not been assigned,Adult,Female,Anatomy,Multilevel multimodal convergence architecture,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Tomoko Ohyama,Multilevel multimodal convergence architecture,2022Q3,,True,Janelia Research Campus,Tomoko Ohyama|Casey M. Schneider-Mizell|Richard D. Fetter|Javier Valdes Aleman|Romain Franconville|Marta Rivera-Alba|Brett D. Mensh|Kristin M. Branson|Julie H. Simpson|James W. Truman|Albert Cardona & Marta Zlatic,2015,x/x/xxxx,CC-BY 4.0,,,1,image 
collman14v2,collman14v2,collman,bossdb://collman/collman14v2/annotation ,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,x/x/xxxx,CC-BY 4.0,,,1,annotation 
collman14v2,collman14v2,collman,bossdb://collman/collman14v2/ bIIItubulin,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,x/x/xxxx,CC-BY 4.0,,,1, bIIItubulin
collman14v2,collman14v2,collman,bossdb://collman/collman14v2/DAPI_2nd ,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,x/x/xxxx,CC-BY 4.0,,,1,DAPI_2nd 
collman14v2,collman14v2,collman,bossdb://collman/collman14v2/DAPI_3rd,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,x/x/xxxx,CC-BY 4.0,,,1,DAPI_3rd
collman14v2,collman14v2,collman,bossdb://collman/collman14v2/EM10K,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,EM10K
collman14v2,collman14v2,collman,bossdb://collman/collman14v2/GABA ,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,GABA 
collman14v2,collman14v2,collman,bossdb://collman/collman14v2/GAD2,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,GAD2
collman14v2,collman14v2,collman,bossdb://collman/collman14v2/gephyrin,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,gephyrin
collman14v2,collman14v2,collman,bossdb://collman/collman14v2/NR1,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,NR1
collman14v2,collman14v2,collman,bossdb://collman/collman14v2/PSDr,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,PSDr
collman15v2,collman15v2,collman,bossdb://collman/collman15v2/annotation,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,annotation
collman15v2,collman15v2,collman,bossdb://collman/collman15v2/DAPI1st,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,DAPI1st
collman15v2,collman15v2,collman,bossdb://collman/collman15v2/DAPI2nd,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,DAPI2nd
collman15v2,collman15v2,collman,bossdb://collman/collman15v2/DAPI3rd,Tissue sample,Mouse,NCBI:txid10090,AAA,Has not been assigned,Adult,Male,Anatomy,Electron microscopy,VIS,AAA,Tissue sample,tissue sample,Has not been assigned,Forrest Collman,Electron microscopy,2022Q3,,True,Stanford University|Allen Institute for Brain Science|University of North Carolina School of Medicine,Forrest Collman|JoAnn Buchanan|Kristen D. Phend|Kristina D. Micheva|Richard J. Weinberg|Stephen J Smith,2015,,CC-BY 4.0,,,1,DAPI3rd
